feature,importance
m_gps_m_gps_row_speed_sum_sum_8eaa63dc,23.0
m_ambience_ambience_entropy_min_094933b1,23.0
m_gps_m_gps_row_longitude_std_max_roll7_mean_2508273f,23.0
m_usage_app_time_youtube_8dd1bae8_roll3_mean_d7ced601,23.0
m_gps_m_gps_row_latitude_mean_std_roll3_mean_89c26c09,23.0
m_light_m_light_by_time_sum_evening_b6e7867c,23.0
m_activity_m_activity_count_f_0_cfcd2084_59c24a17,23.0
w_pedo_distance_sum_46a55f33,23.0
m_gps_m_gps_row_altitude_min_max_6c38152a,23.0
m_ble_m_ble_row_rssi_mean_min_roll7_mean_7cd1a927,23.0
m_ac_m_charging_by_time_sum_evening_roll3_mean_34ae28ab,23.0
m_usage_app_time_chrome_986c3748_9a745233,23.0
m_wifi_m_wifi_row_rssi_max_min_roll7_mean_9f7e121b,23.0
m_usage_app_time_one_ui_f0679540_d2b82c5b,23.0
m_ambience_top_count_vehicle_d6af9c1e_roll7_mean_94d0c91b,23.0
m_activity_m_activity_count_f_0_cfcd2084_lag1_dfc92ce1,23.0
m_activity_m_activity_ratio_f_0_cfcd2084_lag1_1e076ec1,23.0
m_gps_m_gps_row_speed_mean_max_roll3_mean_58d05d34,23.0
w_pedo_burned_calories_by_time_sum_evening_443427bf,23.0
m_activity_m_activity_count_f_4_a87ff679_roll7_mean_1e8e2340,23.0
m_activity_m_activity_by_time_sum_morning_roll3_mean_73358508,22.0
m_usage_usage_total_time_sum_roll3_mean_cd32eb14,22.0
m_wifi_bssid_nunique_roll7_mean_14b5d197,22.0
m_screen_m_screen_use_by_time_sum_evening_roll7_mean_a6a7ab4c,22.0
w_light_w_light_by_time_mean_night_roll3_mean_6866aa4a,22.0
m_usage_usage_events_sum_roll7_mean_69427275,22.0
m_usage_app_time_chrome_986c3748_roll3_mean_c9fb6355,22.0
m_ac_m_charging_by_time_mean_evening_roll7_mean_033250da,22.0
w_hr_hr_mean_std_roll3_mean_e0437be9,22.0
w_hr_hr_median_std_roll3_mean_d61659d7,22.0
life_dayofweek_91f0d0b3,22.0
m_wifi_bssid_nunique_368ed07f,22.0
m_wifi_m_wifi_row_n_sum_70faee7c,22.0
w_pedo_burned_calories_mean_01f722c0,22.0
m_ambience_ambience_entropy_min_lag1_6e255a3c,22.0
m_screen_m_screen_use_changes_80dc624b,22.0
w_light_w_light_median_roll7_mean_bcfe8e42,22.0
m_activity_m_activity_ratio_f_3_eccbc87e_77774b3a,22.0
m_wifi_m_wifi_row_rssi_std_std_722e0bd3,22.0
m_activity_m_activity_count_f_7_8f14e45f_7113ff94,22.0
m_wifi_m_wifi_row_rssi_min_mean_808c275e,22.0
m_activity_m_activity_by_time_sum_evening_lag1_26fb8ecf,21.0
m_ambience_ambience_entropy_mean_roll3_mean_c9a07873,21.0
m_activity_m_activity_ratio_f_0_cfcd2084_roll7_mean_df048e35,21.0
m_wifi_m_wifi_row_rssi_mean_max_roll3_mean_b226e78b,21.0
m_activity_m_activity_ratio_f_7_8f14e45f_roll7_mean_f5314d24,21.0
m_ble_m_ble_row_n_max_roll3_mean_aa66c24f,21.0
m_gps_m_gps_row_longitude_std_max_bc22b917,21.0
m_gps_m_gps_row_altitude_std_std_d6ff1f24,21.0
m_usage_app_time_instagram_55f015a0_roll7_mean_cb74c1b2,21.0
m_ble_m_ble_row_rssi_mean_max_3799d8e3,21.0
m_activity_m_activity_ratio_f_3_eccbc87e_roll7_mean_9222ea21,21.0
m_ble_m_ble_row_rssi_max_max_73d1450f,21.0
m_wifi_m_wifi_row_rssi_mean_std_roll3_mean_044ac2bc,21.0
m_gps_m_gps_row_longitude_std_std_roll7_mean_d904a958,21.0
m_ambience_ambience_entropy_mean_lag1_4c96e8b8,21.0
m_ambience_ambience_prob_sum_max_3c13adbb,21.0
m_screen_m_screen_use_changes_roll3_mean_346e624a,21.0
w_pedo_step_by_time_sum_evening_4b35a80f,21.0
m_gps_m_gps_row_speed_std_max_roll3_mean_dd5d75a4,20.0
m_ac_m_charging_count_c7dca396,20.0
m_screen_m_screen_use_by_time_sum_morning_roll7_mean_5e96edbc,20.0
m_usage_app_time_x_ede0afe7_ede0afe7_487b1187,20.0
m_usage_app_time_instagram_55f015a0_roll3_mean_b1fd4eea,20.0
m_gps_m_gps_row_altitude_sum_sum_roll7_mean_fff489be,20.0
w_light_w_light_by_time_sum_night_roll3_mean_c43d2501,20.0
m_usage_app_time_x_61500686_61500686_roll3_mean_ba3b2afa,20.0
m_light_m_light_by_time_mean_morning_roll7_mean_075c5936,20.0
m_ble_m_ble_row_rssi_std_min_roll7_mean_754a2091,20.0
m_gps_m_gps_row_speed_max_max_012ebf79,20.0
m_ble_m_ble_row_rssi_std_std_roll3_mean_7e514c45,20.0
m_gps_m_gps_row_speed_sum_max_roll3_mean_7dffd40d,20.0
m_gps_m_gps_row_altitude_mean_std_roll3_mean_aa3dbf68,20.0
m_gps_m_gps_row_altitude_sum_mean_ce685cca,20.0
w_hr_hr_n_mean_roll3_mean_6daa0015,20.0
m_ble_m_ble_row_n_max_2dd31d25,20.0
m_gps_m_gps_row_longitude_std_mean_roll3_mean_f9e28c0c,20.0
w_light_w_light_std_3b7f2b84,20.0
m_ambience_ambience_prob_sum_max_lag1_0dd5f202,20.0
m_ac_m_charging_by_time_sum_morning_lag1_6f0d06b3,20.0
m_ac_m_charging_changes_roll3_mean_7a2c9f52,20.0
w_pedo_distance_by_time_mean_evening_528bc3ae,20.0
w_light_w_light_by_time_sum_evening_roll7_mean_4a1a8ac1,20.0
w_light_w_light_by_time_mean_evening_roll7_mean_a0c8ab24,20.0
w_hr_daily_mean_roll7_mean_8e1acae8,20.0
w_pedo_step_by_time_mean_evening_d7da3690,19.0
m_screen_m_screen_use_by_time_mean_morning_roll3_mean_66e60c5c,19.0
m_gps_m_gps_row_altitude_sum_sum_bed3b381,19.0
m_wifi_m_wifi_row_rssi_min_max_roll3_mean_6a57bcd6,19.0
m_gps_m_gps_row_altitude_min_max_roll3_mean_8a281c37,19.0
m_gps_m_gps_row_speed_min_max_3918c430,19.0
m_ble_m_ble_row_rssi_min_mean_e621cf92,19.0
m_ambience_ambience_entropy_max_roll3_mean_13ca82a8,19.0
m_ambience_ambience_prob_sum_sum_roll7_mean_36d3e3f3,19.0
m_gps_m_gps_row_n_sum_roll7_mean_65b55ec6,19.0
m_screen_m_screen_use_std_roll3_mean_bcb78a6b,19.0
m_ble_m_ble_row_rssi_max_min_roll7_mean_e3954de0,19.0
m_screen_m_screen_use_by_time_sum_night_roll3_mean_f51b9175,19.0
m_light_m_light_by_time_mean_afternoon_roll7_mean_ecc72d88,19.0
w_pedo_step_mean_66e20089,19.0
w_pedo_step_std_02981646,19.0
m_ambience_ambience_entropy_mean_roll7_mean_075ffb3a,19.0
m_gps_m_gps_row_n_max_roll7_mean_51c4fa11,18.0
w_hr_hr_min_min_roll3_mean_2f3dd0ff,18.0
w_light_w_light_by_time_mean_afternoon_roll7_mean_2d7cc655,18.0
life_dayofyear_2fe96fa9,18.0
m_wifi_m_wifi_row_rssi_max_min_bf10b832,18.0
m_ac_m_charging_changes_roll7_mean_461c4bb7,18.0
m_ac_m_charging_by_time_mean_evening_roll3_mean_72d2966b,18.0
m_wifi_m_wifi_row_n_mean_roll7_mean_a7324afb,18.0
m_usage_app_time_one_ui_f0679540_roll7_mean_3f595bbe,18.0
w_pedo_speed_max_e12fbc95,18.0
m_ambience_top_count_explosion_8a36c0d6_roll7_mean_a04fcd98,18.0
m_wifi_m_wifi_row_rssi_sum_mean_roll3_mean_8b974a2b,18.0
m_usage_app_time_ui_9a64d537_roll7_mean_8fe320a9,18.0
m_screen_m_screen_use_count_roll3_mean_4eeca431,18.0
m_gps_m_gps_row_altitude_mean_mean_roll7_mean_75fe80eb,18.0
m_gps_m_gps_row_speed_std_mean_c804cf94,18.0
m_usage_usage_total_time_sum_roll7_mean_739efcc0,18.0
w_hr_hr_max_mean_roll7_mean_5ccc5b59,18.0
m_activity_m_activity_by_time_sum_night_lag1_4ef051ae,18.0
m_activity_m_activity_min_roll7_mean_1dedf469,18.0
m_wifi_m_wifi_row_rssi_sum_max_roll7_mean_45e6ca10,18.0
m_gps_m_gps_row_speed_std_std_roll3_mean_413cf76a,18.0
m_ambience_top_count_silence_880a7ef2_roll7_mean_65f17c71,18.0
m_activity_m_activity_ratio_f_7_8f14e45f_roll3_mean_2d2e6235,18.0
m_light_m_light_by_time_sum_morning_6c16a9c2,18.0
m_gps_m_gps_row_speed_sum_mean_roll7_mean_cab70dfa,18.0
w_hr_hr_median_mean_06141e2c,17.0
m_ac_m_charging_by_time_sum_afternoon_roll3_mean_fcf67753,17.0
m_ble_m_ble_row_rssi_std_mean_roll3_mean_90563106,17.0
m_gps_m_gps_row_altitude_mean_mean_roll3_mean_673a20fb,17.0
m_wifi_m_wifi_row_rssi_min_min_roll3_mean_742cac8d,17.0
m_gps_m_gps_row_latitude_std_max_e26069d7,17.0
m_gps_m_gps_row_altitude_std_max_roll3_mean_079c8729,17.0
m_ble_m_ble_row_n_sum_roll7_mean_b4519f0a,17.0
m_usage_app_time_naver_b6c7d707_roll7_mean_f445d735,17.0
m_gps_m_gps_row_longitude_std_max_roll3_mean_5db94d65,17.0
m_usage_app_time_chrome_986c3748_roll7_mean_871ba383,17.0
m_gps_m_gps_row_speed_mean_std_b58612a0,17.0
m_wifi_m_wifi_row_rssi_sum_sum_roll7_mean_db038888,17.0
w_pedo_step_by_time_mean_morning_b09dc8c5,17.0
m_gps_m_gps_row_speed_std_max_roll7_mean_79851693,17.0
m_activity_m_activity_changes_3d6531d4,17.0
m_ac_m_charging_by_time_sum_night_2ff39ad5,17.0
m_ac_m_charging_std_df0f2c9d,17.0
m_gps_m_gps_row_longitude_sum_sum_2e18b164,17.0
m_gps_m_gps_row_latitude_std_mean_roll3_mean_6c29c16e,17.0
w_light_w_light_by_time_sum_night_roll7_mean_da584263,17.0
m_activity_m_activity_ratio_f_4_a87ff679_roll7_mean_5285dd31,17.0
m_usage_app_time_ui_9a64d537_c71a79d1,17.0
m_activity_m_activity_count_f_1_c4ca4238_roll7_mean_5d0b5af9,17.0
m_light_m_light_by_time_sum_afternoon_d9a47e1d,17.0
m_usage_app_time_x_31d5a54c_31d5a54c_roll7_mean_ad4940c3,17.0
m_ac_m_charging_mean_lag1_f923b8b7,17.0
m_usage_app_time_samsung_wallet_15ecd9b2_06527feb,17.0
m_activity_m_activity_count_f_7_8f14e45f_roll3_mean_6e8aad29,17.0
m_ble_m_ble_row_rssi_sum_max_65f89940,16.0
m_ambience_ambience_entropy_std_roll3_mean_058a0b04,16.0
m_gps_m_gps_row_speed_max_mean_c40fe5e3,16.0
m_ble_m_ble_row_rssi_max_max_roll7_mean_91ea327a,16.0
m_ble_m_ble_row_rssi_std_mean_roll7_mean_a612b123,16.0
m_ble_m_ble_row_n_mean_c00218f1,16.0
m_wifi_m_wifi_row_rssi_min_mean_roll3_mean_70067b35,16.0
m_ambience_ambience_top_prob_mean_roll3_mean_2c717d53,16.0
m_wifi_m_wifi_row_rssi_std_mean_roll3_mean_cab48eff,16.0
m_light_m_light_median_roll3_mean_38e39389,16.0
m_ble_m_ble_row_rssi_max_std_roll3_mean_0da121fe,16.0
m_activity_m_activity_ratio_f_1_c4ca4238_e0d6b831,16.0
m_ambience_ambience_top_prob_mean_roll7_mean_90a036f9,16.0
m_gps_m_gps_row_altitude_sum_max_ce6e31d8,16.0
m_activity_m_activity_count_roll3_mean_6ccb546f,16.0
m_screen_m_screen_use_by_time_mean_evening_roll7_mean_9c2410d9,16.0
m_ambience_ambience_top_prob_min_roll7_mean_5a37dfae,16.0
m_gps_m_gps_row_altitude_max_max_d8be4503,16.0
w_pedo_distance_std_75d0f0e4,16.0
m_screen_m_screen_use_by_time_sum_afternoon_roll3_mean_08443539,16.0
m_activity_m_activity_ratio_f_3_eccbc87e_roll3_mean_5f1501be,16.0
m_gps_m_gps_row_longitude_mean_max_roll7_mean_b1148350,16.0
m_usage_usage_events_mean_roll7_mean_47405c48,16.0
m_gps_m_gps_row_latitude_min_std_roll7_mean_0a064ad7,16.0
m_wifi_m_wifi_row_n_mean_038aee55,16.0
m_ambience_ambience_prob_sum_max_roll7_mean_c5768318,16.0
m_gps_m_gps_row_altitude_mean_max_bab0a974,15.0
m_wifi_m_wifi_row_rssi_mean_mean_roll7_mean_3b9211dc,15.0
m_ble_m_ble_row_rssi_sum_mean_c17551f7,15.0
m_screen_m_screen_use_count_01ec27bc,15.0
m_wifi_m_wifi_row_rssi_max_max_roll7_mean_a6a8097c,15.0
m_gps_m_gps_row_speed_mean_mean_80b93fe6,15.0
w_light_w_light_std_roll7_mean_f34dfa97,15.0
m_gps_m_gps_row_speed_min_max_roll3_mean_0e7b3a52,15.0
m_gps_m_gps_row_speed_max_std_roll3_mean_509a743c,15.0
w_pedo_step_frequency_by_time_mean_afternoon_59d6187a,15.0
m_activity_m_activity_sum_roll3_mean_fed81353,15.0
m_gps_m_gps_row_altitude_sum_max_roll3_mean_0ef7f403,15.0
w_pedo_burned_calories_by_time_mean_evening_c42ca844,15.0
m_gps_m_gps_row_speed_max_mean_roll7_mean_0034f4e4,15.0
m_ac_m_charging_by_time_sum_evening_roll7_mean_55a9fa11,15.0
m_activity_m_activity_ratio_f_0_cfcd2084_roll3_mean_284d5cf8,15.0
m_screen_m_screen_use_std_roll7_mean_37df566d,15.0
m_usage_app_time_x_86a218b2_86a218b2_roll3_mean_3bb3582c,15.0
m_ac_m_charging_by_time_mean_night_5a8b2fa6,15.0
w_hr_hr_mean_min_roll3_mean_7fbe630d,15.0
w_pedo_distance_by_time_sum_evening_84818da8,15.0
m_gps_m_gps_row_altitude_sum_mean_roll3_mean_9ce8759c,15.0
m_gps_m_gps_row_longitude_max_max_6f056d21,15.0
m_ble_m_ble_row_rssi_max_min_roll3_mean_d05383cb,15.0
m_activity_m_activity_ratio_f_7_8f14e45f_lag1_ccd1fa9a,15.0
m_ble_m_ble_row_rssi_sum_sum_roll3_mean_196ddf69,14.0
m_wifi_m_wifi_row_rssi_mean_mean_0ee57695,14.0
m_gps_m_gps_row_altitude_std_mean_roll7_mean_d55ccf70,14.0
m_wifi_m_wifi_row_rssi_mean_min_roll7_mean_7866747a,14.0
m_wifi_m_wifi_row_rssi_mean_max_roll7_mean_e57fdf1b,14.0
m_usage_usage_events_max_roll7_mean_38bf8cda,14.0
m_wifi_m_wifi_row_rssi_max_max_683bf6ac,14.0
m_ambience_ambience_top_prob_min_726f96a8,14.0
w_light_w_light_by_time_sum_afternoon_roll7_mean_57f0240e,14.0
m_ambience_ambience_top_prob_mean_lag1_15878b53,14.0
m_wifi_m_wifi_row_rssi_min_mean_roll7_mean_1429dcc7,14.0
m_light_m_light_by_time_mean_afternoon_roll3_mean_b7fc7c93,14.0
m_usage_app_time_youtube_music_f0366942_roll7_mean_7f248da3,14.0
m_usage_app_time_one_ui_f0679540_roll3_mean_c0969afb,14.0
m_ble_m_ble_row_rssi_std_min_roll3_mean_da72dbfa,14.0
m_gps_m_gps_row_speed_max_max_roll7_mean_9706c7df,14.0
m_wifi_m_wifi_row_rssi_mean_mean_roll3_mean_013167be,14.0
m_ac_m_charging_count_lag1_2311acb7,14.0
w_hr_hr_sum_sum_roll3_mean_f4bd0df4,14.0
life_dayofyear_cos_94ccfb2b,14.0
m_gps_m_gps_row_longitude_sum_sum_roll7_mean_b5180b07,14.0
m_ac_m_charging_changes_85cb6824,14.0
m_ambience_top_count_vehicle_d6af9c1e_0c5e6b37,13.0
m_screen_m_screen_use_by_time_mean_evening_roll3_mean_2214dbb7,13.0
m_ble_m_ble_row_n_sum_f43caf83,13.0
m_activity_m_activity_ratio_f_8_c9f0f895_roll3_mean_5fddef24,13.0
m_ac_m_charging_mean_roll7_mean_7648a2d6,13.0
m_wifi_m_wifi_row_rssi_sum_mean_roll7_mean_c216dbc3,13.0
m_usage_usage_events_max_roll3_mean_39764dc1,13.0
m_ble_m_ble_row_rssi_mean_std_roll3_mean_75680bdd,13.0
m_gps_m_gps_row_latitude_max_std_roll7_mean_3faac426,13.0
m_ble_m_ble_row_rssi_mean_mean_f03c88f7,13.0
m_ambience_ambience_n_sum_66333d66,13.0
m_ble_m_ble_row_n_sum_roll3_mean_cbd902c5,13.0
m_light_m_light_by_time_sum_night_roll7_mean_177f5975,13.0
w_hr_hr_sum_sum_roll7_mean_1cfdfe6e,13.0
m_gps_m_gps_row_speed_std_std_ac72ac7f,13.0
m_gps_m_gps_row_speed_std_std_roll7_mean_8a6f98de,13.0
m_usage_app_time_x_8590d84b_8590d84b_roll7_mean_13d85480,13.0
m_ble_address_nunique_roll3_mean_bdf67cba,13.0
m_gps_m_gps_row_speed_mean_mean_roll3_mean_f2028dfc,13.0
m_ble_m_ble_row_rssi_min_max_eb4e25cc,13.0
m_gps_m_gps_row_latitude_std_mean_6773a415,13.0
m_wifi_m_wifi_row_rssi_max_mean_roll3_mean_c82bdc4c,13.0
m_ac_m_charging_sum_roll3_mean_5858c4c3,13.0
m_ambience_ambience_top_prob_std_lag1_643e1896,13.0
m_gps_m_gps_row_altitude_mean_max_roll3_mean_27509baf,13.0
m_gps_m_gps_row_altitude_max_min_85eb0b5a,13.0
m_gps_m_gps_row_altitude_mean_min_c62e9265,13.0
m_gps_m_gps_row_longitude_mean_std_910ae349,12.0
m_gps_m_gps_row_altitude_std_mean_f6c62fa8,12.0
m_activity_m_activity_ratio_f_1_c4ca4238_roll7_mean_cae04177,12.0
w_pedo_step_frequency_by_time_sum_morning_92a408ff,12.0
w_pedo_distance_mean_36daa9b2,12.0
m_gps_m_gps_row_longitude_mean_max_7b49580d,12.0
m_gps_m_gps_row_longitude_mean_std_roll3_mean_63020c8f,12.0
m_gps_m_gps_row_altitude_mean_mean_e8c62919,12.0
m_gps_m_gps_row_altitude_mean_min_roll7_mean_aee13fda,12.0
m_ble_m_ble_row_rssi_sum_sum_7afeddcc,12.0
m_usage_app_time_gs_shop_b66307cb_90c5cd89,12.0
m_ble_m_ble_row_rssi_sum_sum_roll7_mean_b6ee6181,12.0
w_light_w_light_max_roll7_mean_91749a7d,12.0
m_light_m_light_mean_b70e206c,12.0
m_gps_m_gps_row_speed_sum_sum_roll3_mean_a0b89d3c,12.0
sleep_dayofweek_9ae3a31d,12.0
m_gps_m_gps_row_speed_max_std_f894c183,12.0
m_light_m_light_mean_roll7_mean_497300d0,12.0
m_ambience_ambience_entropy_min_roll3_mean_f8325681,12.0
m_ble_m_ble_row_rssi_min_std_3d11c4d5,12.0
m_usage_app_time_x_cada8281_cada8281_roll3_mean_a4d19504,12.0
m_screen_m_screen_use_mean_beaf2b34,12.0
m_screen_m_screen_use_by_time_mean_afternoon_roll7_mean_0781f838,12.0
m_gps_m_gps_row_latitude_std_max_roll3_mean_e6727cfc,12.0
m_usage_usage_unique_apps_sum_cf2fb301,12.0
m_usage_app_time_x_16a8cbbd_16a8cbbd_roll3_mean_a2991eb1,11.0
m_gps_m_gps_row_speed_min_mean_roll7_mean_4d2276fd,11.0
m_activity_m_activity_by_time_sum_night_46b99b29,11.0
m_gps_m_gps_row_altitude_max_max_roll3_mean_fbbb1cf5,11.0
m_light_m_light_sum_roll7_mean_1b522d05,11.0
m_gps_m_gps_row_longitude_min_std_roll7_mean_ea571b54,11.0
m_ac_m_charging_mean_roll3_mean_4a6fcbdb,11.0
m_gps_m_gps_row_latitude_sum_max_49db9641,11.0
m_gps_m_gps_row_longitude_sum_max_a3afbfff,11.0
m_gps_m_gps_row_longitude_std_std_0128d825,11.0
m_ble_m_ble_row_rssi_max_std_roll7_mean_917d3195,11.0
m_light_m_light_sum_roll3_mean_722dfecb,11.0
m_ambience_ambience_top_prob_min_roll3_mean_b32f63b3,11.0
m_light_m_light_by_time_sum_night_roll3_mean_34b91438,11.0
m_ac_m_charging_sum_roll7_mean_511b6800,11.0
m_ac_m_charging_by_time_sum_night_roll3_mean_b21ec136,11.0
m_ambience_top_count_fireworks_10721d3e_roll7_mean_e6cdc4bd,11.0
m_ble_m_ble_row_rssi_sum_mean_roll3_mean_ea34f2b7,11.0
m_usage_usage_total_time_mean_roll7_mean_010f1fcc,11.0
m_gps_m_gps_row_speed_max_max_roll3_mean_cf2d06ad,11.0
m_usage_app_time_youtube_8dd1bae8_9392da21,11.0
m_gps_m_gps_row_altitude_mean_std_roll7_mean_d4a0448d,11.0
m_gps_m_gps_row_longitude_sum_mean_50eaaa9d,10.0
w_light_w_light_median_327bc44d,10.0
m_usage_app_time_x_86a218b2_86a218b2_roll7_mean_b151e45d,10.0
m_activity_m_activity_ratio_f_8_c9f0f895_lag1_5437fe7e,10.0
m_ac_m_charging_by_time_mean_night_roll3_mean_774ea83a,10.0
m_activity_m_activity_count_f_1_c4ca4238_roll3_mean_a9bc862b,10.0
w_pedo_distance_by_time_mean_morning_6dba489d,10.0
m_gps_m_gps_row_altitude_max_std_roll3_mean_f9fe743b,10.0
m_gps_m_gps_row_speed_mean_mean_roll7_mean_19f6d633,10.0
m_gps_m_gps_row_altitude_max_mean_roll3_mean_a68a1fe7,10.0
m_gps_m_gps_row_speed_min_std_roll3_mean_951d5ca0,10.0
m_gps_m_gps_row_speed_sum_sum_roll7_mean_eea8e9bb,10.0
m_gps_m_gps_row_altitude_std_std_roll3_mean_9c51daa1,10.0
m_gps_m_gps_row_longitude_min_max_roll7_mean_9f9f2045,10.0
m_gps_m_gps_row_longitude_min_std_6a08333f,10.0
m_light_m_light_std_f7a0b6fe,10.0
m_gps_m_gps_row_altitude_min_mean_roll3_mean_6da91e37,10.0
m_screen_m_screen_use_sum_roll7_mean_066b3c7a,10.0
w_light_w_light_sum_roll7_mean_b5c713bc,10.0
m_gps_m_gps_row_speed_sum_max_4b9bb7c0,10.0
m_gps_m_gps_row_longitude_mean_max_roll3_mean_c1f67ffe,10.0
m_usage_usage_unique_apps_mean_roll3_mean_e3892835,10.0
m_screen_m_screen_use_mean_roll7_mean_48f297d9,10.0
m_wifi_m_wifi_row_n_mean_roll3_mean_7815465a,10.0
m_ac_m_charging_std_roll7_mean_0821d1f8,10.0
m_ble_m_ble_row_rssi_min_min_roll3_mean_cdcf2bbd,10.0
m_ble_m_ble_row_n_mean_roll3_mean_de98073a,10.0
m_gps_m_gps_row_latitude_mean_max_aa6aa068,10.0
m_screen_m_screen_use_by_time_sum_evening_roll3_mean_efcfed02,10.0
m_ble_m_ble_row_n_mean_roll7_mean_42488a1e,9.0
m_ambience_ambience_entropy_std_roll7_mean_cfc21592,9.0
m_gps_m_gps_row_altitude_max_std_roll7_mean_72dc9da2,9.0
m_gps_m_gps_row_speed_mean_min_roll7_mean_0606e76b,9.0
m_gps_m_gps_row_latitude_max_max_28673a3d,9.0
m_gps_m_gps_row_speed_sum_mean_roll3_mean_0506fc46,9.0
m_gps_m_gps_row_speed_min_std_bee98763,9.0
w_hr_hr_n_max_roll7_mean_7b641121,9.0
m_gps_m_gps_row_longitude_std_min_roll3_mean_d6610746,9.0
m_usage_app_time_x_eb0f03ac_eb0f03ac_a8d4f9b1,9.0
w_pedo_step_by_time_sum_night_f01dcb59,9.0
m_gps_m_gps_row_longitude_sum_mean_roll3_mean_7b71aa69,9.0
m_gps_m_gps_row_longitude_sum_max_roll3_mean_135050c4,9.0
m_gps_m_gps_row_speed_mean_max_ea7132c2,9.0
w_pedo_speed_sum_9c957ef2,9.0
m_gps_m_gps_row_latitude_std_std_841a6b6d,9.0
m_gps_m_gps_row_longitude_min_min_2839e6e3,9.0
m_ac_m_charging_std_lag1_5b320d92,9.0
m_wifi_m_wifi_row_rssi_min_min_c2c36217,9.0
m_wifi_m_wifi_row_rssi_sum_mean_6ebef8d0,9.0
m_screen_m_screen_use_by_time_sum_morning_roll3_mean_60ce665c,9.0
m_ambience_top_count_silence_880a7ef2_roll3_mean_34fe4383,9.0
m_gps_m_gps_row_speed_sum_mean_484aaf4f,9.0
m_ambience_top_count_insect_960c0870_roll3_mean_33745372,8.0
m_ble_m_ble_row_rssi_sum_mean_roll7_mean_338c8fc4,8.0
m_wifi_m_wifi_row_rssi_min_min_roll7_mean_60ef69f2,8.0
m_ambience_top_count_motorboat_speedboat_c4a1f580_roll7_mean_093516d2,8.0
m_ble_m_ble_row_rssi_mean_mean_roll7_mean_863bc9d6,8.0
m_activity_m_activity_ratio_f_4_a87ff679_roll3_mean_d7a40daf,8.0
m_activity_m_activity_ratio_f_1_c4ca4238_roll3_mean_dfbba221,8.0
m_gps_m_gps_row_latitude_std_std_roll3_mean_acda2f68,8.0
m_ambience_top_count_insect_960c0870_roll7_mean_0445c9e9,8.0
w_hr_hr_median_mean_roll3_mean_8862aa03,8.0
m_light_m_light_count_roll3_mean_b9a789fb,8.0
m_gps_m_gps_row_longitude_mean_mean_971bbea3,8.0
w_pedo_step_frequency_max_dc18eb68,8.0
w_hr_hr_median_mean_roll7_mean_5d6b5b39,8.0
m_gps_m_gps_row_longitude_std_std_roll3_mean_328edd63,8.0
m_ambience_top_count_water_27634ff8_lag1_0cf1f2ae,8.0
m_gps_m_gps_row_longitude_max_std_roll7_mean_8df37f47,8.0
m_gps_m_gps_row_longitude_mean_min_roll7_mean_1f0b3ce9,8.0
m_gps_m_gps_row_longitude_std_mean_roll7_mean_21e65002,8.0
m_ambience_top_count_mechanical_fan_0dfb2bea_lag1_38484f47,8.0
m_screen_m_screen_use_by_time_mean_afternoon_roll3_mean_bc6f9b1f,8.0
m_screen_m_screen_use_sum_0b840c25,7.0
m_usage_app_time_x_8590d84b_8590d84b_roll3_mean_e1b09db7,7.0
m_light_m_light_median_roll7_mean_c781eff2,7.0
m_light_m_light_by_time_sum_afternoon_roll7_mean_d705ad77,7.0
m_wifi_m_wifi_row_rssi_std_min_15f30eee,7.0
m_ambience_ambience_entropy_max_roll7_mean_2485b871,7.0
m_wifi_m_wifi_row_n_sum_roll7_mean_4c71883d,7.0
m_ambience_ambience_n_sum_lag1_510f5017,7.0
m_ambience_ambience_top_prob_std_roll7_mean_eebf2652,7.0
m_usage_app_time_x_86a218b2_86a218b2_de5488a7,7.0
m_ac_m_charging_std_roll3_mean_d53009f2,7.0
m_gps_m_gps_row_speed_min_mean_7078921a,7.0
m_usage_usage_events_max_d75fa3e9,7.0
m_ambience_top_count_coin_dropping_999606d4_roll7_mean_3dc29ff8,7.0
m_gps_m_gps_row_latitude_sum_sum_af4de94d,7.0
m_activity_m_activity_count_f_4_a87ff679_d515282b,7.0
m_ambience_ambience_top_prob_mean_a8250945,7.0
w_hr_hr_n_max_roll3_mean_9c3f8d9d,7.0
m_activity_m_activity_ratio_f_4_a87ff679_e09671fd,7.0
m_ble_address_nunique_9233f79c,7.0
m_gps_m_gps_row_altitude_min_mean_d99436f2,7.0
m_gps_m_gps_row_latitude_mean_min_roll3_mean_1f9b15fd,7.0
m_activity_m_activity_count_f_8_c9f0f895_8700a1c0,7.0
m_gps_m_gps_row_altitude_min_std_roll3_mean_be511d17,7.0
m_screen_m_screen_use_mean_roll3_mean_e7c1f86f,7.0
m_ambience_top_count_snake_dfa90f1b_roll7_mean_6dbc277b,7.0
m_activity_m_activity_count_f_1_c4ca4238_ca0deeb1,7.0
m_ambience_top_count_rodents_rats_mice_b9f9d709_roll7_mean_98581a3f,7.0
w_pedo_step_frequency_count_9db051f9,7.0
m_ambience_top_count_rail_transport_0b63c4ba_roll7_mean_743a7eb4,7.0
life_dayofweek_sin_f12252c3,7.0
m_ambience_top_count_speech_04a83927_lag1_76720c89,7.0
m_ambience_top_count_white_noise_a2901a71_lag1_095f7a74,6.0
m_activity_m_activity_ratio_f_8_c9f0f895_90841c37,6.0
m_usage_app_time_x_61500686_61500686_3518e9d0,6.0
m_ambience_ambience_top_prob_std_dbd15bec,6.0
