feature,importance
m_wifi_m_wifi_row_rssi_std_max_roll7_mean_c471ec4f,5.0
m_light_m_light_std_f7a0b6fe,5.0
m_light_m_light_max_b7885f6b,5.0
m_ac_m_charging_by_time_mean_afternoon_lag1_29cdd5f4,5.0
m_light_m_light_sum_cfdbf07f,5.0
m_ac_m_charging_by_time_sum_afternoon_roll3_mean_fcf67753,5.0
m_usage_app_time_help_cnuh24_0b8fb29b_roll3_mean_4146601c,5.0
m_light_m_light_by_time_sum_evening_b6e7867c,5.0
m_activity_m_activity_count_f_1_c4ca4238_lag1_169023e5,5.0
m_activity_m_activity_by_time_mean_night_roll3_mean_710d4d64,5.0
m_usage_app_time_x_eb0f03ac_eb0f03ac_roll3_mean_a9ca7579,5.0
m_ac_m_charging_by_time_sum_evening_roll3_mean_34ae28ab,5.0
m_activity_m_activity_count_f_7_8f14e45f_lag1_ea653529,5.0
m_gps_m_gps_row_speed_sum_sum_8eaa63dc,5.0
m_activity_m_activity_count_lag1_433ee187,5.0
m_screen_m_screen_use_by_time_mean_evening_roll7_mean_9c2410d9,5.0
m_usage_app_time_instagram_55f015a0_roll3_mean_b1fd4eea,5.0
m_gps_m_gps_row_altitude_mean_max_roll3_mean_27509baf,5.0
m_ambience_top_count_animal_161e7ce7_roll7_mean_7db6278c,5.0
m_ble_m_ble_row_rssi_min_max_roll3_mean_19467c4c,5.0
m_gps_m_gps_row_speed_min_max_roll3_mean_0e7b3a52,5.0
m_ble_m_ble_row_rssi_max_std_roll3_mean_0da121fe,5.0
m_gps_m_gps_row_speed_min_std_roll3_mean_951d5ca0,5.0
m_ble_m_ble_row_rssi_max_max_roll3_mean_74e69ca7,5.0
m_gps_m_gps_row_altitude_std_mean_roll3_mean_4bf5d84f,5.0
m_ble_m_ble_row_rssi_mean_min_roll3_mean_25df48f1,5.0
m_gps_m_gps_row_altitude_std_max_roll3_mean_079c8729,5.0
m_gps_m_gps_row_longitude_std_std_roll3_mean_328edd63,5.0
m_gps_m_gps_row_latitude_std_mean_6773a415,5.0
m_gps_m_gps_row_altitude_min_max_roll3_mean_8a281c37,5.0
w_light_w_light_sum_roll7_mean_b5c713bc,5.0
m_gps_m_gps_row_altitude_sum_max_roll3_mean_0ef7f403,5.0
m_ble_m_ble_row_rssi_std_std_roll3_mean_7e514c45,5.0
m_light_m_light_std_roll3_mean_c22211bd,5.0
m_gps_m_gps_row_latitude_min_std_roll7_mean_0a064ad7,5.0
m_screen_m_screen_use_by_time_sum_afternoon_roll3_mean_08443539,5.0
m_usage_usage_total_time_max_roll3_mean_9312cbd6,5.0
m_wifi_m_wifi_row_rssi_sum_max_roll7_mean_45e6ca10,5.0
m_gps_m_gps_row_speed_min_std_bee98763,5.0
m_ble_m_ble_row_rssi_min_mean_e621cf92,5.0
m_gps_m_gps_row_altitude_sum_sum_roll7_mean_fff489be,5.0
m_screen_m_screen_use_by_time_sum_night_roll3_mean_f51b9175,5.0
m_gps_m_gps_row_altitude_std_std_roll7_mean_586cd19f,5.0
m_ble_m_ble_row_n_mean_roll3_mean_de98073a,5.0
w_light_w_light_by_time_sum_night_roll7_mean_da584263,5.0
m_light_m_light_by_time_sum_night_roll3_mean_34b91438,5.0
w_light_w_light_by_time_sum_evening_roll7_mean_4a1a8ac1,5.0
m_gps_m_gps_row_n_max_roll7_mean_51c4fa11,5.0
m_light_m_light_by_time_mean_morning_roll3_mean_d681db87,5.0
m_ble_m_ble_row_rssi_max_std_roll7_mean_917d3195,5.0
m_gps_m_gps_row_speed_std_max_5facc85b,5.0
m_gps_m_gps_row_latitude_std_mean_roll3_mean_6c29c16e,5.0
m_wifi_m_wifi_row_n_max_2f5d4db2,5.0
m_light_m_light_median_roll7_mean_c781eff2,5.0
m_usage_app_time_x_31d5a54c_31d5a54c_roll7_mean_ad4940c3,5.0
w_hr_hr_std_mean_roll3_mean_52982d69,5.0
w_hr_hr_n_sum_roll3_mean_af68e3bd,5.0
w_pedo_distance_std_75d0f0e4,5.0
m_usage_usage_total_time_sum_roll7_mean_739efcc0,5.0
m_usage_app_time_x_960ebc65_960ebc65_roll7_mean_8d1c5111,5.0
m_usage_usage_events_sum_roll7_mean_69427275,5.0
m_usage_app_time_ui_9a64d537_c71a79d1,5.0
m_ac_m_charging_by_time_sum_evening_58d18550,5.0
w_light_w_light_by_time_sum_evening_roll3_mean_795c184a,5.0
w_pedo_step_count_roll3_mean_45de5801,5.0
w_light_w_light_median_327bc44d,5.0
w_pedo_speed_max_e12fbc95,5.0
m_gps_m_gps_row_speed_sum_sum_roll7_mean_eea8e9bb,5.0
m_gps_m_gps_row_speed_sum_mean_roll7_mean_cab70dfa,5.0
w_hr_hr_mean_mean_roll3_mean_69dd6770,5.0
m_wifi_m_wifi_row_rssi_sum_sum_roll3_mean_0f812854,5.0
w_hr_hr_min_mean_40152ff0,5.0
m_wifi_m_wifi_row_rssi_max_mean_daf19768,5.0
m_ac_m_charging_by_time_mean_evening_roll7_mean_033250da,5.0
m_gps_m_gps_row_speed_min_mean_roll7_mean_4d2276fd,5.0
w_pedo_burned_calories_by_time_mean_afternoon_7e7122a7,5.0
m_activity_m_activity_by_time_sum_evening_63ec331c,5.0
m_usage_app_time_instagram_55f015a0_roll7_mean_cb74c1b2,5.0
m_wifi_m_wifi_row_rssi_min_max_roll3_mean_6a57bcd6,5.0
m_ambience_ambience_top_prob_std_lag1_643e1896,5.0
m_wifi_m_wifi_row_rssi_min_mean_808c275e,5.0
m_ac_m_charging_by_time_mean_night_5a8b2fa6,5.0
m_light_m_light_by_time_mean_afternoon_roll3_mean_b7fc7c93,4.0
m_wifi_m_wifi_row_rssi_std_mean_roll3_mean_cab48eff,4.0
m_ambience_top_count_outside_rural_or_natural_f1b10811_lag1_8a231d7e,4.0
m_ambience_ambience_prob_sum_max_roll7_mean_c5768318,4.0
m_gps_m_gps_row_n_sum_roll7_mean_65b55ec6,4.0
m_gps_m_gps_row_speed_mean_std_b58612a0,4.0
w_light_w_light_by_time_mean_night_roll3_mean_6866aa4a,4.0
w_pedo_step_by_time_mean_evening_d7da3690,4.0
w_pedo_step_by_time_mean_morning_b09dc8c5,4.0
m_gps_m_gps_row_altitude_min_mean_roll7_mean_8af346e1,4.0
w_pedo_step_by_time_sum_morning_76099d2e,4.0
m_ble_m_ble_row_rssi_sum_max_65f89940,4.0
w_pedo_step_by_time_sum_evening_4b35a80f,4.0
m_ambience_ambience_n_sum_lag1_510f5017,4.0
m_screen_m_screen_use_changes_roll7_mean_0a542ed4,4.0
w_hr_hr_median_mean_06141e2c,4.0
m_gps_m_gps_row_altitude_max_max_d8be4503,4.0
m_usage_app_time_youtube_music_f0366942_roll7_mean_7f248da3,4.0
life_dayofyear_2fe96fa9,4.0
m_gps_m_gps_row_longitude_std_mean_roll3_mean_f9e28c0c,4.0
m_usage_app_time_naver_b6c7d707_roll7_mean_f445d735,4.0
m_gps_m_gps_row_longitude_max_std_roll3_mean_a178286e,4.0
m_gps_m_gps_row_longitude_sum_sum_roll3_mean_98bf7110,4.0
m_gps_m_gps_row_altitude_mean_mean_roll3_mean_673a20fb,4.0
w_hr_daily_mean_roll7_mean_8e1acae8,4.0
m_usage_usage_unique_apps_sum_roll7_mean_96e10703,4.0
m_gps_m_gps_row_speed_mean_max_roll3_mean_58d05d34,4.0
m_ble_m_ble_row_rssi_sum_sum_roll3_mean_196ddf69,4.0
w_pedo_burned_calories_mean_01f722c0,4.0
w_light_w_light_by_time_sum_afternoon_083a8ac9,4.0
m_usage_usage_total_time_mean_roll7_mean_010f1fcc,4.0
w_pedo_distance_sum_46a55f33,4.0
m_ble_m_ble_row_rssi_std_max_roll3_mean_29450bcd,4.0
m_usage_usage_events_mean_roll7_mean_47405c48,4.0
m_gps_m_gps_row_speed_max_max_roll3_mean_cf2d06ad,4.0
w_hr_hr_std_mean_roll7_mean_b5d8f2ba,4.0
m_usage_usage_max_time_mean_roll3_mean_debca294,4.0
m_gps_m_gps_row_speed_sum_max_roll3_mean_7dffd40d,4.0
m_activity_m_activity_std_fd39a93e,4.0
w_light_w_light_median_roll3_mean_cbf114ff,4.0
m_activity_m_activity_changes_3d6531d4,4.0
w_hr_hr_median_std_roll3_mean_d61659d7,4.0
m_activity_m_activity_by_time_sum_evening_lag1_26fb8ecf,4.0
m_light_m_light_median_3a18d0c1,4.0
m_gps_m_gps_row_longitude_std_max_roll7_mean_2508273f,4.0
m_ambience_ambience_top_prob_min_726f96a8,4.0
m_ac_m_charging_by_time_sum_morning_lag1_6f0d06b3,4.0
m_light_m_light_by_time_sum_afternoon_d9a47e1d,4.0
m_gps_m_gps_row_longitude_min_std_roll7_mean_ea571b54,4.0
m_activity_m_activity_by_time_sum_morning_roll3_mean_73358508,4.0
m_wifi_m_wifi_row_rssi_max_mean_roll7_mean_c7ec8be0,4.0
w_pedo_distance_by_time_mean_morning_6dba489d,4.0
m_screen_m_screen_use_by_time_mean_afternoon_9da7fd30,4.0
m_gps_m_gps_row_speed_max_std_roll7_mean_32bbc649,4.0
m_activity_m_activity_ratio_f_1_c4ca4238_roll7_mean_cae04177,4.0
m_usage_app_time_x_8590d84b_8590d84b_5f4f2830,4.0
m_gps_m_gps_row_speed_std_max_roll7_mean_79851693,4.0
m_usage_usage_total_time_sum_697fa1d7,4.0
m_activity_m_activity_ratio_f_0_cfcd2084_lag1_1e076ec1,4.0
m_wifi_m_wifi_row_n_max_roll3_mean_d322d0be,4.0
m_ambience_ambience_top_prob_mean_lag1_15878b53,4.0
m_wifi_m_wifi_row_rssi_mean_min_roll3_mean_73fb62a3,4.0
m_ambience_ambience_prob_sum_max_lag1_0dd5f202,4.0
m_wifi_m_wifi_row_rssi_mean_max_roll7_mean_e57fdf1b,4.0
m_wifi_m_wifi_row_n_max_roll7_mean_440d464b,4.0
m_wifi_m_wifi_row_n_sum_70faee7c,4.0
m_activity_m_activity_count_f_4_a87ff679_roll3_mean_2eca75df,4.0
m_ambience_ambience_entropy_mean_roll3_mean_c9a07873,4.0
m_ambience_ambience_prob_sum_sum_407d73e4,4.0
m_light_m_light_by_time_sum_morning_roll7_mean_a85e114e,4.0
w_hr_hr_median_mean_roll3_mean_8862aa03,4.0
m_ble_m_ble_row_n_mean_c00218f1,4.0
w_hr_hr_min_min_roll3_mean_2f3dd0ff,4.0
m_activity_m_activity_ratio_f_7_8f14e45f_roll7_mean_f5314d24,4.0
m_usage_app_time_x_16a8cbbd_16a8cbbd_roll3_mean_a2991eb1,4.0
m_wifi_m_wifi_row_rssi_sum_sum_roll7_mean_db038888,4.0
m_gps_m_gps_row_longitude_mean_max_roll7_mean_b1148350,4.0
m_usage_app_time_one_ui_f0679540_roll3_mean_c0969afb,4.0
m_ac_m_charging_mean_lag1_f923b8b7,3.0
m_activity_m_activity_count_f_0_cfcd2084_59c24a17,3.0
m_screen_m_screen_use_changes_roll3_mean_346e624a,3.0
m_gps_m_gps_row_longitude_sum_mean_roll3_mean_7b71aa69,3.0
m_ble_m_ble_row_rssi_min_std_3d11c4d5,3.0
m_wifi_m_wifi_row_n_mean_roll3_mean_7815465a,3.0
m_ble_m_ble_row_rssi_mean_std_4f808e2a,3.0
m_ambience_top_count_fireworks_10721d3e_roll7_mean_e6cdc4bd,3.0
m_activity_m_activity_by_time_mean_morning_roll7_mean_ab96f79a,3.0
m_wifi_m_wifi_row_rssi_min_mean_roll3_mean_70067b35,3.0
m_ambience_top_count_inside_small_room_5db355e7_roll7_mean_703693ec,3.0
life_dayofweek_sin_f12252c3,3.0
m_activity_m_activity_count_f_0_cfcd2084_roll7_mean_dcbe6a9d,3.0
m_ac_m_charging_by_time_sum_morning_roll7_mean_7437de40,3.0
m_ble_m_ble_row_rssi_mean_max_3799d8e3,3.0
m_ambience_top_count_motorboat_speedboat_c4a1f580_roll7_mean_093516d2,3.0
m_ambience_top_count_silence_880a7ef2_roll7_mean_65f17c71,3.0
m_ambience_top_count_water_tap_faucet_225cf17f_roll7_mean_df81f669,3.0
m_usage_usage_total_time_sum_roll3_mean_cd32eb14,3.0
m_ble_m_ble_row_n_sum_roll7_mean_b4519f0a,3.0
m_activity_m_activity_count_f_4_a87ff679_d515282b,3.0
m_ble_m_ble_row_n_mean_roll7_mean_42488a1e,3.0
m_ambience_ambience_top_prob_mean_a8250945,3.0
m_ambience_ambience_n_sum_roll7_mean_1692e94c,3.0
m_ambience_top_count_explosion_8a36c0d6_roll7_mean_a04fcd98,3.0
m_ambience_ambience_top_prob_std_roll7_mean_eebf2652,3.0
m_ac_m_charging_std_roll7_mean_0821d1f8,3.0
m_ambience_top_count_vehicle_d6af9c1e_0c5e6b37,3.0
m_activity_m_activity_sum_roll7_mean_95689760,3.0
m_ac_m_charging_by_time_sum_night_lag1_8c51d75e,3.0
m_ambience_ambience_top_prob_min_roll7_mean_5a37dfae,3.0
m_activity_m_activity_ratio_f_1_c4ca4238_e0d6b831,3.0
m_usage_app_time_x_86a218b2_86a218b2_roll3_mean_3bb3582c,3.0
m_usage_app_time_x_cada8281_cada8281_roll3_mean_a4d19504,3.0
m_gps_m_gps_row_altitude_sum_max_ce6e31d8,3.0
w_hr_hr_n_mean_roll3_mean_6daa0015,3.0
m_ac_m_charging_by_time_mean_evening_lag1_594806d4,3.0
m_gps_m_gps_row_speed_max_std_roll3_mean_509a743c,3.0
m_activity_m_activity_mean_d60fe39d,3.0
m_gps_m_gps_row_altitude_mean_mean_e8c62919,3.0
m_screen_m_screen_use_by_time_mean_afternoon_roll3_mean_bc6f9b1f,3.0
m_ac_m_charging_sum_roll7_mean_511b6800,3.0
m_screen_m_screen_use_by_time_mean_evening_roll3_mean_2214dbb7,3.0
m_activity_m_activity_ratio_f_0_cfcd2084_roll7_mean_df048e35,3.0
w_pedo_step_count_roll7_mean_c0c6dc3d,3.0
m_activity_m_activity_by_time_sum_night_lag1_4ef051ae,3.0
m_wifi_m_wifi_row_rssi_sum_mean_roll3_mean_8b974a2b,3.0
m_gps_m_gps_row_altitude_mean_min_roll3_mean_5d01fb25,3.0
m_gps_m_gps_row_latitude_mean_min_roll3_mean_1f9b15fd,3.0
m_activity_m_activity_count_roll3_mean_6ccb546f,3.0
m_ac_m_charging_by_time_sum_night_roll3_mean_b21ec136,3.0
m_usage_usage_unique_apps_sum_cf2fb301,3.0
m_wifi_m_wifi_row_rssi_min_mean_roll7_mean_1429dcc7,3.0
m_gps_m_gps_row_speed_mean_mean_roll7_mean_19f6d633,3.0
m_ble_m_ble_row_rssi_sum_sum_roll7_mean_b6ee6181,3.0
m_usage_app_time_samsung_wallet_15ecd9b2_06527feb,3.0
m_ble_m_ble_row_rssi_max_max_roll7_mean_91ea327a,3.0
m_gps_m_gps_row_longitude_min_min_2839e6e3,3.0
m_gps_m_gps_row_longitude_std_std_0128d825,3.0
m_ble_m_ble_row_rssi_mean_mean_roll7_mean_863bc9d6,3.0
w_pedo_burned_calories_by_time_mean_evening_c42ca844,3.0
m_ble_m_ble_row_rssi_std_mean_roll3_mean_90563106,3.0
m_ble_m_ble_row_rssi_min_min_roll7_mean_f532f0e9,3.0
m_ble_m_ble_row_rssi_max_min_roll3_mean_d05383cb,3.0
w_pedo_distance_by_time_sum_evening_84818da8,3.0
m_gps_m_gps_row_longitude_max_max_6f056d21,3.0
m_activity_m_activity_by_time_mean_afternoon_roll3_mean_518d6e35,3.0
m_gps_m_gps_row_latitude_sum_sum_af4de94d,3.0
m_gps_m_gps_row_altitude_min_min_roll7_mean_932eb974,3.0
m_ambience_ambience_entropy_min_roll3_mean_f8325681,3.0
m_gps_m_gps_row_speed_sum_max_4b9bb7c0,3.0
m_activity_m_activity_ratio_f_7_8f14e45f_roll3_mean_2d2e6235,3.0
m_activity_m_activity_ratio_f_4_a87ff679_roll3_mean_d7a40daf,3.0
m_activity_m_activity_ratio_f_3_eccbc87e_roll3_mean_5f1501be,3.0
m_activity_m_activity_ratio_f_0_cfcd2084_roll3_mean_284d5cf8,3.0
m_gps_m_gps_row_speed_max_std_f894c183,3.0
m_gps_m_gps_row_speed_min_max_3918c430,3.0
m_activity_m_activity_count_f_8_c9f0f895_roll3_mean_440ac2c1,3.0
m_light_m_light_by_time_sum_morning_6c16a9c2,3.0
m_ambience_top_count_insect_960c0870_roll3_mean_33745372,3.0
w_hr_hr_n_sum_roll7_mean_fd6b43db,3.0
m_gps_m_gps_row_altitude_max_min_roll7_mean_8548a8f7,3.0
m_wifi_m_wifi_row_rssi_max_std_roll7_mean_68a6847a,3.0
m_gps_m_gps_row_speed_std_mean_c804cf94,3.0
m_usage_app_time_x_16a8cbbd_16a8cbbd_c9ea00b3,3.0
m_gps_m_gps_row_longitude_mean_min_roll7_mean_1f0b3ce9,3.0
w_light_w_light_std_3b7f2b84,3.0
m_wifi_bssid_nunique_368ed07f,3.0
m_light_m_light_by_time_sum_night_roll7_mean_177f5975,3.0
m_wifi_m_wifi_row_rssi_std_std_722e0bd3,3.0
m_wifi_m_wifi_row_rssi_min_min_c2c36217,3.0
m_usage_usage_events_max_roll7_mean_38bf8cda,3.0
w_pedo_distance_mean_36daa9b2,3.0
m_usage_app_time_ui_9a64d537_roll7_mean_8fe320a9,3.0
w_hr_hr_min_min_e0549d4e,3.0
m_wifi_m_wifi_row_rssi_mean_mean_0ee57695,3.0
m_light_m_light_sum_roll7_mean_1b522d05,3.0
m_wifi_m_wifi_row_n_mean_038aee55,3.0
m_ble_m_ble_row_rssi_std_mean_roll7_mean_a612b123,3.0
m_usage_app_time_x_86a218b2_86a218b2_roll7_mean_b151e45d,3.0
m_wifi_m_wifi_row_rssi_sum_mean_6ebef8d0,3.0
m_usage_app_time_x_ede0afe7_ede0afe7_487b1187,3.0
w_pedo_step_frequency_by_time_sum_morning_92a408ff,3.0
m_screen_m_screen_use_mean_beaf2b34,2.0
m_activity_m_activity_changes_roll3_mean_0f7e08ad,2.0
m_wifi_m_wifi_row_rssi_min_min_roll7_mean_60ef69f2,2.0
m_ambience_top_count_silence_880a7ef2_50f1b334,2.0
m_ambience_top_count_rustle_4d7bd23e_8fa83309,2.0
m_ac_m_charging_mean_roll7_mean_7648a2d6,2.0
m_screen_m_screen_use_by_time_sum_evening_roll7_mean_a6a7ab4c,2.0
m_gps_m_gps_row_speed_max_max_roll7_mean_9706c7df,2.0
w_pedo_speed_sum_9c957ef2,2.0
m_usage_app_time_x_8590d84b_8590d84b_roll3_mean_e1b09db7,2.0
w_pedo_step_mean_66e20089,2.0
m_ac_m_charging_by_time_sum_evening_lag1_a68d12d1,2.0
m_activity_m_activity_ratio_f_1_c4ca4238_roll3_mean_dfbba221,2.0
m_usage_usage_unique_apps_max_roll7_mean_54eefbbe,2.0
m_ac_m_charging_count_c7dca396,2.0
m_activity_m_activity_ratio_f_8_c9f0f895_roll3_mean_5fddef24,2.0
m_ambience_ambience_top_prob_min_roll3_mean_b32f63b3,2.0
m_ac_m_charging_by_time_sum_evening_roll7_mean_55a9fa11,2.0
w_pedo_step_frequency_std_a7c64936,2.0
m_usage_app_time_ui_9a64d537_roll3_mean_9807d170,2.0
m_usage_usage_events_max_d75fa3e9,2.0
m_screen_m_screen_use_by_time_mean_afternoon_roll7_mean_0781f838,2.0
m_gps_m_gps_row_longitude_max_std_roll7_mean_8df37f47,2.0
w_hr_hr_sum_sum_roll3_mean_f4bd0df4,2.0
w_pedo_distance_by_time_sum_morning_9d4dfa40,2.0
m_usage_app_time_x_86a218b2_86a218b2_de5488a7,2.0
m_light_m_light_mean_roll7_mean_497300d0,2.0
w_pedo_speed_by_time_mean_afternoon_5c70275c,2.0
m_ambience_ambience_entropy_min_lag1_6e255a3c,2.0
m_gps_m_gps_row_speed_max_mean_roll7_mean_0034f4e4,2.0
m_gps_m_gps_row_speed_std_std_roll7_mean_8a6f98de,2.0
m_light_m_light_by_time_sum_afternoon_roll7_mean_d705ad77,2.0
m_ambience_top_count_hammer_e16aadf9_lag1_f8b1bacb,2.0
w_pedo_burned_calories_by_time_sum_evening_443427bf,2.0
m_gps_m_gps_row_speed_mean_min_roll7_mean_0606e76b,2.0
m_activity_m_activity_ratio_f_8_c9f0f895_lag1_5437fe7e,2.0
m_activity_m_activity_ratio_f_8_c9f0f895_90841c37,2.0
m_activity_m_activity_ratio_f_4_a87ff679_e09671fd,2.0
m_gps_m_gps_row_longitude_sum_sum_roll7_mean_b5180b07,2.0
m_ambience_top_count_fireworks_10721d3e_395d4329,2.0
m_usage_app_time_chrome_986c3748_9a745233,2.0
m_usage_usage_unique_apps_mean_3a4c0a88,2.0
m_activity_m_activity_count_f_1_c4ca4238_ca0deeb1,2.0
w_pedo_step_frequency_by_time_sum_afternoon_0c5da216,2.0
m_usage_app_time_x_61500686_61500686_roll3_mean_ba3b2afa,2.0
m_usage_app_time_x_eb0f03ac_eb0f03ac_a8d4f9b1,2.0
m_screen_m_screen_use_std_roll7_mean_37df566d,2.0
m_gps_m_gps_row_longitude_max_max_roll7_mean_658ca246,2.0
m_wifi_m_wifi_row_n_sum_roll7_mean_4c71883d,2.0
w_pedo_step_frequency_max_dc18eb68,2.0
m_gps_m_gps_row_speed_std_std_roll3_mean_413cf76a,2.0
m_usage_app_time_naver_b6c7d707_roll3_mean_28aa7c1a,2.0
m_ambience_top_count_vehicle_d6af9c1e_roll3_mean_eac4a30e,2.0
m_ble_m_ble_row_rssi_sum_mean_roll7_mean_338c8fc4,2.0
w_light_w_light_max_roll7_mean_91749a7d,2.0
m_gps_m_gps_row_longitude_min_std_6a08333f,2.0
w_light_w_light_median_roll7_mean_bcfe8e42,2.0
m_gps_m_gps_row_longitude_std_max_bc22b917,2.0
m_gps_m_gps_row_speed_sum_mean_roll3_mean_0506fc46,2.0
m_gps_m_gps_row_speed_sum_sum_roll3_mean_a0b89d3c,2.0
m_ble_m_ble_row_rssi_std_min_roll3_mean_da72dbfa,2.0
m_gps_m_gps_row_longitude_mean_min_bd51fa23,2.0
m_ble_m_ble_row_rssi_max_mean_roll3_mean_d6b26531,2.0
m_ambience_top_count_breathing_bd287902_roll7_mean_871fd1ae,2.0
m_ble_m_ble_row_rssi_sum_mean_roll3_mean_ea34f2b7,2.0
m_gps_m_gps_row_altitude_max_min_85eb0b5a,2.0
m_ble_address_nunique_roll3_mean_bdf67cba,2.0
m_gps_m_gps_row_altitude_mean_mean_roll7_mean_75fe80eb,2.0
m_gps_m_gps_row_speed_mean_std_roll3_mean_349ebfdd,2.0
m_gps_m_gps_row_latitude_mean_max_aa6aa068,2.0
m_gps_m_gps_row_latitude_max_max_28673a3d,2.0
m_gps_m_gps_row_altitude_mean_std_roll3_mean_aa3dbf68,2.0
w_pedo_step_frequency_sum_325a33f8,2.0
m_gps_m_gps_row_altitude_sum_mean_ce685cca,2.0
m_gps_m_gps_row_latitude_min_max_7228136d,2.0
m_gps_m_gps_row_latitude_std_max_e26069d7,2.0
m_gps_m_gps_row_latitude_std_std_841a6b6d,2.0
m_ambience_top_count_heart_sounds_heartbeat_93a1d3bd_roll7_mean_801096b2,2.0
m_ambience_top_count_hiss_e1ebbf32_roll7_mean_75a3b8d6,2.0
m_ambience_top_count_hum_f80a67f4_roll7_mean_0fc812c3,2.0
m_ambience_top_count_insect_960c0870_roll7_mean_0445c9e9,2.0
life_day_44d39fcf,2.0
m_ble_address_nunique_roll7_mean_bfecf2cd,2.0
m_gps_m_gps_row_altitude_mean_min_c62e9265,2.0
m_ambience_top_count_snake_dfa90f1b_roll7_mean_6dbc277b,2.0
m_ble_m_ble_row_rssi_min_max_eb4e25cc,2.0
m_ble_m_ble_row_n_sum_f43caf83,2.0
m_gps_m_gps_row_latitude_mean_mean_4aad2a8f,2.0
m_gps_m_gps_row_altitude_sum_mean_roll3_mean_9ce8759c,2.0
m_gps_m_gps_row_altitude_max_max_roll3_mean_fbbb1cf5,2.0
m_ble_m_ble_row_rssi_mean_mean_f03c88f7,2.0
m_usage_usage_unique_apps_sum_roll3_mean_98883938,2.0
m_ac_m_charging_count_lag1_2311acb7,2.0
m_gps_m_gps_row_latitude_mean_mean_roll7_mean_64b7728a,2.0
m_usage_usage_events_max_roll3_mean_39764dc1,2.0
m_ambience_top_count_mechanical_fan_0dfb2bea_roll3_mean_73ad45c6,2.0
m_screen_m_screen_use_by_time_sum_morning_roll3_mean_60ce665c,2.0
m_gps_m_gps_row_altitude_max_std_roll7_mean_72dc9da2,2.0
m_ambience_top_count_music_47dcbd83_roll3_mean_a66082af,2.0
m_gps_m_gps_row_longitude_std_min_roll3_mean_d6610746,2.0
m_gps_m_gps_row_speed_mean_max_ea7132c2,2.0
m_ambience_ambience_top_prob_mean_roll7_mean_90a036f9,2.0
m_ble_m_ble_row_rssi_sum_mean_c17551f7,2.0
m_ambience_top_count_synthesizer_900ed6d1_roll7_mean_2f7713bc,2.0
m_gps_m_gps_row_longitude_sum_max_a3afbfff,2.0
w_hr_hr_n_max_roll7_mean_7b641121,2.0
m_screen_m_screen_use_sum_roll3_mean_b2cc5244,2.0
m_ambience_top_count_rail_transport_0b63c4ba_roll3_mean_0bd80575,2.0
m_ambience_top_count_typing_066182d6_roll7_mean_7f479594,2.0
m_gps_m_gps_row_latitude_min_std_roll3_mean_a480798c,2.0
m_ambience_top_count_vehicle_d6af9c1e_roll7_mean_94d0c91b,2.0
m_ambience_top_count_rodents_rats_mice_b9f9d709_lag1_5c88bb7b,1.0
m_screen_m_screen_use_mean_roll7_mean_48f297d9,1.0
m_usage_app_time_youtube_8dd1bae8_roll7_mean_3153da4b,1.0
m_ambience_top_count_vehicle_d6af9c1e_lag1_9690f7d3,1.0
m_ble_m_ble_row_rssi_std_std_lag1_2523cf11,1.0
m_ambience_top_count_tools_8625e1de_roll7_mean_50458788,1.0
m_ambience_top_count_speech_04a83927_roll7_mean_038b5394,1.0
m_ambience_top_count_rodents_rats_mice_b9f9d709_roll7_mean_98581a3f,1.0
m_ambience_top_count_liquid_5635bf59_roll7_mean_2ff68e04,1.0
m_ambience_top_count_water_27634ff8_roll7_mean_733e3818,1.0
m_screen_m_screen_use_sum_roll7_mean_066b3c7a,1.0
m_ambience_top_count_rail_transport_0b63c4ba_roll7_mean_743a7eb4,1.0
m_usage_app_time_chrome_986c3748_roll7_mean_871ba383,1.0
m_ambience_top_count_water_27634ff8_lag1_0cf1f2ae,1.0
m_ambience_top_count_rattle_00dab7f2_roll7_mean_7a16af1e,1.0
m_gps_m_gps_row_longitude_std_mean_roll7_mean_21e65002,1.0
m_ambience_top_count_mechanical_fan_0dfb2bea_lag1_38484f47,1.0
m_gps_m_gps_row_altitude_mean_std_roll7_mean_d4a0448d,1.0
m_gps_m_gps_row_longitude_mean_mean_roll7_mean_6f08986b,1.0
m_gps_m_gps_row_latitude_sum_max_roll7_mean_e8e7cec8,1.0
m_gps_m_gps_row_latitude_sum_mean_roll7_mean_85780fc4,1.0
m_gps_m_gps_row_latitude_sum_sum_roll7_mean_41d149e3,1.0
m_gps_m_gps_row_latitude_max_min_roll7_mean_a7e01c5b,1.0
m_wifi_m_wifi_row_rssi_sum_mean_roll7_mean_c216dbc3,1.0
m_gps_m_gps_row_latitude_mean_max_roll7_mean_fed38b12,1.0
m_activity_m_activity_max_lag1_c5f64626,1.0
m_gps_m_gps_row_longitude_min_min_roll7_mean_f0b0b8e0,1.0
m_gps_m_gps_row_longitude_min_max_roll7_mean_9f9f2045,1.0
m_ambience_ambience_entropy_mean_roll7_mean_075ffb3a,1.0
m_gps_m_gps_row_altitude_mean_min_roll7_mean_aee13fda,1.0
m_ambience_ambience_entropy_std_roll7_mean_cfc21592,1.0
m_ambience_top_count_inside_small_room_5db355e7_lag1_ceb49245,1.0
m_ambience_ambience_entropy_max_roll7_mean_2485b871,1.0
m_wifi_m_wifi_row_n_mean_roll7_mean_a7324afb,1.0
